return_id,order_id,return_date,return_reason,return_status,refund_method,refund_amount
57268,451241,2023-11-16,Quality Issue,Approved,Bank Transfer,1956.69
57269,40580,2022-04-06,Size Issue,Approved,Bank Transfer,14389.2
57270,285824,2024-05-06,Damaged,Approved,Original Payment,2365.82
57271,205621,2024-06-16,Quality Issue,Approved,Wallet,6833.48
57272,369271,2025-07-30,Not as Expected,Approved,Original Payment,14179.94
57273,132282,2023-07-24,Not as Expected,Approved,Bank Transfer,2512.47
57274,122494,2025-06-08,Damaged,Approved,Bank Transfer,2278.32
57275,174063,2026-03-09,Quality Issue,Approved,Wallet,294.99
57276,429620,2024-05-08,Wrong Item,Approved,Original Payment,14188.04
57277,331991,2026-05-26,Wrong Item,Approved,Bank Transfer,13153.15
57278,74849,2025-08-09,Size Issue,Approved,Original Payment,5514.3
57279,64693,2023-04-01,Late Delivery,Approved,Original Payment,4007.35
57280,100252,2023-12-18,Not as Expected,Approved,Bank Transfer,4716.17
57281,81509,2025-05-11,Damaged,Approved,Original Payment,10850.21
57282,135981,2025-03-28,Quality Issue,Approved,Bank Transfer,8218.73
57283,254382,2022-03-01,Damaged,Processing,Bank Transfer,7471.55
57284,47865,2023-05-19,Late Delivery,Processing,Wallet,3848.71
57285,475318,2024-03-09,Damaged,Approved,Bank Transfer,14551.32
57286,295124,2024-01-12,Wrong Item,Rejected,Bank Transfer,1549.5
57287,282754,2025-05-08,Not as Expected,Processing,Original Payment,3754.07
57288,144018,2025-04-03,Not as Expected,Approved,Original Payment,4786.56
57289,164612,2022-11-22,Not as Expected,Approved,Original Payment,9736.36
57290,214003,2024-09-24,Wrong Item,Processing,Original Payment,5223.09
57291,341402,2026-04-24,Not as Expected,Approved,Wallet,4621.14
57292,123940,2024-10-30,Damaged,Approved,Wallet,11190.31
57293,174905,2023-05-08,Size Issue,Approved,Bank Transfer,14865.0
57294,138448,2023-02-03,Late Delivery,Approved,Original Payment,12783.08
57295,92778,2023-12-29,Not as Expected,Approved,Original Payment,455.2
57296,308315,2022-11-04,Late Delivery,Rejected,Bank Transfer,9807.14
57297,331036,2022-12-14,Not as Expected,Approved,Bank Transfer,14366.52
57298,382778,2025-03-16,Changed Mind,Processing,Bank Transfer,11920.92
57299,434386,2022-05-18,Wrong Item,Rejected,Wallet,682.89
57300,63731,2023-04-29,Size Issue,Approved,Wallet,3293.21
57301,281332,2022-10-09,Damaged,Approved,Bank Transfer,7555.69
57302,229972,2025-10-06,Size Issue,Rejected,Wallet,4380.69
57303,409732,2026-07-21,Changed Mind,Approved,Original Payment,2351.3
57304,249691,2022-08-22,Changed Mind,Approved,Bank Transfer,10667.78
57305,83880,2022-08-31,Quality Issue,Approved,Wallet,3123.67
57306,455178,2024-06-21,Late Delivery,Approved,Original Payment,12319.13
57307,224480,2022-09-17,Damaged,Approved,Bank Transfer,5316.9
57308,83233,2025-01-18,Changed Mind,Rejected,Original Payment,14574.45
57309,101915,2026-07-16,Quality Issue,Approved,Wallet,12052.67
57310,142733,2022-08-07,Size Issue,Approved,Original Payment,10763.41
57311,402661,2022-01-18,Late Delivery,Approved,Bank Transfer,9188.57
57312,283776,2022-12-05,Not as Expected,Approved,Original Payment,9470.93
57313,164921,2023-05-22,Late Delivery,Approved,Wallet,6578.3
57314,85684,2025-07-10,Size Issue,Approved,Bank Transfer,253.44
57315,296418,2025-03-03,Late Delivery,Rejected,Wallet,3692.65
57316,320751,2024-06-28,Not as Expected,Approved,Original Payment,11511.68
57317,243284,2026-01-06,Damaged,Approved,Wallet,8377.6
57318,332357,2022-02-24,Changed Mind,Processing,Wallet,13300.72
57319,227153,2024-06-04,Quality Issue,Approved,Bank Transfer,10801.9
57320,101931,2024-06-03,Wrong Item,Rejected,Wallet,9004.71
57321,472623,2025-09-22,Damaged,Processing,Bank Transfer,3746.68
57322,127053,2022-02-07,Late Delivery,Processing,Original Payment,401.18
57323,149588,2025-12-25,Changed Mind,Approved,Wallet,7276.71
57324,267171,2022-06-30,Not as Expected,Approved,Bank Transfer,13787.3
57325,170881,2025-07-31,Damaged,Processing,Wallet,5690.9
57326,341860,2023-12-09,Changed Mind,Approved,Wallet,1293.11
57327,76282,2026-07-14,Damaged,Approved,Bank Transfer,8079.7
57328,158172,2023-12-05,Quality Issue,Approved,Wallet,6448.22
57329,300643,2026-04-23,Quality Issue,Approved,Original Payment,1942.92
57330,119218,2022-09-30,Changed Mind,Processing,Original Payment,8038.55
57331,39284,2024-06-09,Size Issue,Rejected,Original Payment,7057.13
57332,192994,2025-02-11,Changed Mind,Approved,Original Payment,3175.98
57333,55192,2025-02-16,Wrong Item,Rejected,Bank Transfer,9579.97
57334,171307,2025-09-26,Late Delivery,Approved,Original Payment,9757.67
57335,149052,2022-10-25,Size Issue,Rejected,Original Payment,11968.5
57336,58028,2026-07-03,Not as Expected,Rejected,Wallet,3849.93
57337,34338,2022-06-13,Changed Mind,Approved,Original Payment,5984.81
57338,325396,2022-05-01,Late Delivery,Approved,Original Payment,7987.86
57339,338891,2022-04-25,Damaged,Approved,Original Payment,12329.53
57340,167728,2025-01-13,Size Issue,Approved,Original Payment,4554.15
57341,39067,2024-05-31,Late Delivery,Approved,Original Payment,14651.82
57342,111280,2024-08-04,Size Issue,Approved,Wallet,11602.21
57343,90073,2023-10-25,Damaged,Approved,Original Payment,12381.95
57344,83751,2025-02-12,Size Issue,Approved,Original Payment,12475.78
57345,491497,2025-04-01,Wrong Item,Approved,Original Payment,9275.23
57346,281973,2026-06-10,Late Delivery,Approved,Wallet,5949.29
57347,315362,2025-06-30,Changed Mind,Rejected,Wallet,4828.76
57348,236672,2025-12-11,Size Issue,Approved,Original Payment,7896.83
57349,18463,2023-10-19,Size Issue,Approved,Bank Transfer,8656.07
57350,338544,2023-12-05,Wrong Item,Approved,Original Payment,2198.45
57351,93537,2023-05-19,Not as Expected,Approved,Bank Transfer,12270.33
57352,55320,2026-01-04,Size Issue,Approved,Original Payment,13907.11
57353,239114,2024-09-19,Late Delivery,Approved,Bank Transfer,9114.91
57354,95768,2024-02-24,Not as Expected,Approved,Wallet,1454.9
57355,54685,2022-02-07,Not as Expected,Processing,Wallet,10816.15
57356,166797,2022-07-23,Quality Issue,Approved,Original Payment,4589.93
57357,299040,2024-02-08,Quality Issue,Approved,Original Payment,2088.64
57358,233645,2024-01-07,Quality Issue,Processing,Wallet,5918.78
57359,272701,2026-04-24,Quality Issue,Processing,Original Payment,6352.83
57360,302104,2026-01-14,Late Delivery,Approved,Bank Transfer,13389.95
57361,19429,2025-01-25,Damaged,Approved,Original Payment,3257.58
57362,206386,2024-02-03,Not as Expected,Approved,Bank Transfer,9761.22
57363,441862,2025-02-27,Changed Mind,Approved,Wallet,9529.21
57364,140941,2023-07-28,Late Delivery,Rejected,Wallet,8273.46
57365,11692,2022-11-17,Damaged,Approved,Wallet,9629.43
57366,477192,2025-11-05,Changed Mind,Rejected,Wallet,9599.55
57367,175447,2023-03-05,Not as Expected,Processing,Bank Transfer,10910.8
57368,377848,2024-12-27,Late Delivery,Approved,Original Payment,12332.58
57369,453159,2022-04-19,Size Issue,Approved,Original Payment,7526.73
57370,441232,2022-05-24,Changed Mind,Approved,Original Payment,10273.91
57371,84255,2023-11-01,Wrong Item,Approved,Bank Transfer,14021.65
57372,82018,2026-07-03,Late Delivery,Approved,Wallet,10051.38
57373,28250,2022-12-01,Quality Issue,Approved,Original Payment,1463.69
57374,305085,2024-08-13,Wrong Item,Approved,Bank Transfer,2721.72
57375,25022,2024-06-11,Late Delivery,Approved,Original Payment,13354.79
57376,58979,2025-03-17,Damaged,Rejected,Wallet,12275.96
57377,54603,2022-04-02,Size Issue,Approved,Bank Transfer,14498.86
57378,37019,2023-07-20,Late Delivery,Approved,Bank Transfer,763.81
57379,321614,2022-04-13,Quality Issue,Approved,Bank Transfer,8852.95
57380,470330,2023-07-01,Damaged,Approved,Original Payment,7514.5
57381,84610,2024-05-07,Wrong Item,Approved,Original Payment,14408.62
57382,126604,2026-04-06,Damaged,Approved,Bank Transfer,386.31
57383,4974,2024-12-02,Late Delivery,Approved,Wallet,2832.64
57384,272365,2023-08-01,Late Delivery,Approved,Original Payment,3882.34
57385,452665,2025-06-28,Quality Issue,Rejected,Bank Transfer,12660.61
57386,268429,2024-04-26,Late Delivery,Approved,Bank Transfer,4602.53
57387,252824,2023-08-23,Damaged,Approved,Original Payment,1659.6
57388,38465,2025-09-09,Changed Mind,Approved,Bank Transfer,3431.94
57389,255905,2025-07-09,Changed Mind,Approved,Bank Transfer,2242.57
57390,347768,2023-10-30,Damaged,Approved,Original Payment,5372.83
57391,453636,2024-07-25,Wrong Item,Rejected,Original Payment,11957.19
57392,83108,2026-05-07,Damaged,Approved,Wallet,13135.82
57393,215932,2024-01-30,Damaged,Approved,Wallet,12482.75
57394,297033,2024-02-13,Damaged,Approved,Bank Transfer,2347.29
57395,6668,2022-03-06,Quality Issue,Approved,Wallet,11426.8
57396,82465,2023-03-11,Not as Expected,Approved,Wallet,14271.76
57397,33378,2023-09-03,Damaged,Approved,Wallet,8690.5
57398,431274,2023-06-26,Changed Mind,Approved,Original Payment,11680.45
57399,380466,2022-02-17,Size Issue,Processing,Wallet,2853.32
57400,157928,2023-10-05,Damaged,Approved,Wallet,14243.91
57401,484087,2026-01-20,Late Delivery,Approved,Original Payment,6985.86
57402,313683,2025-05-01,Quality Issue,Approved,Original Payment,2134.73
57403,222307,2025-12-03,Late Delivery,Approved,Original Payment,10880.37
57404,388386,2025-05-04,Wrong Item,Approved,Bank Transfer,11829.33
57405,331868,2023-05-25,Size Issue,Approved,Bank Transfer,6603.21
57406,18398,2025-08-04,Wrong Item,Approved,Wallet,5033.28
57407,267701,2026-04-27,Wrong Item,Approved,Original Payment,3247.37
57408,28615,2023-12-05,Changed Mind,Approved,Wallet,14064.62
57409,339705,2024-06-17,Late Delivery,Approved,Bank Transfer,8746.9
57410,429503,2026-07-26,Quality Issue,Approved,Original Payment,799.07
57411,459919,2022-08-22,Quality Issue,Rejected,Bank Transfer,1508.13
57412,474935,2023-07-10,Wrong Item,Approved,Bank Transfer,12092.02
57413,75339,2026-06-24,Late Delivery,Approved,Wallet,6849.44
57414,31407,2023-02-01,Damaged,Approved,Bank Transfer,5589.99
57415,454670,2022-07-11,Wrong Item,Approved,Wallet,8161.99
57416,113813,2023-07-04,Size Issue,Approved,Bank Transfer,7350.42
57417,214460,2024-12-01,Late Delivery,Approved,Wallet,12346.17
57418,296307,2023-08-17,Wrong Item,Processing,Bank Transfer,9532.15
57419,77605,2023-01-29,Damaged,Approved,Wallet,4041.4
57420,418882,2024-09-17,Not as Expected,Approved,Wallet,9772.99
57421,287948,2023-11-15,Quality Issue,Approved,Wallet,5471.42
57422,367734,2022-07-02,Changed Mind,Rejected,Bank Transfer,11931.97
57423,257133,2025-02-06,Wrong Item,Approved,Wallet,8538.87
57424,20858,2024-02-09,Quality Issue,Approved,Bank Transfer,3941.15
57425,134295,2025-07-05,Damaged,Approved,Wallet,11582.01
57426,446646,2024-07-19,Changed Mind,Processing,Wallet,11794.07
57427,25358,2026-08-27,Size Issue,Approved,Bank Transfer,13831.78
57428,362452,2025-11-22,Late Delivery,Rejected,Bank Transfer,539.42
57429,163943,2026-08-30,Changed Mind,Rejected,Bank Transfer,11104.9
57430,90275,2024-10-25,Not as Expected,Approved,Wallet,7379.86
57431,261182,2026-08-24,Size Issue,Approved,Bank Transfer,11979.39
57432,45603,2023-06-05,Not as Expected,Approved,Wallet,7854.26
57433,238498,2023-01-05,Changed Mind,Approved,Wallet,2450.27
57434,441924,2022-03-13,Damaged,Processing,Original Payment,1102.23
57435,219059,2024-01-22,Quality Issue,Rejected,Original Payment,4027.91
57436,279438,2023-09-15,Late Delivery,Approved,Wallet,5646.16
57437,461942,2022-12-10,Damaged,Approved,Wallet,7254.97
57438,397250,2022-09-22,Not as Expected,Processing,Wallet,4144.15
57439,308813,2024-12-06,Size Issue,Approved,Original Payment,2149.67
57440,82163,2026-06-20,Not as Expected,Approved,Bank Transfer,7023.13
57441,163762,2025-09-04,Damaged,Approved,Original Payment,9962.2
57442,326250,2026-04-12,Changed Mind,Rejected,Bank Transfer,6485.53
57443,210947,2025-10-23,Quality Issue,Rejected,Wallet,12424.78
57444,141557,2025-06-24,Damaged,Approved,Bank Transfer,4465.19
57445,256577,2026-05-17,Not as Expected,Approved,Original Payment,360.99
57446,218573,2023-12-11,Quality Issue,Approved,Original Payment,8630.73
57447,330770,2022-06-01,Quality Issue,Approved,Original Payment,3796.82
57448,59737,2022-11-12,Quality Issue,Processing,Bank Transfer,9110.13
57449,251075,2022-06-05,Quality Issue,Processing,Original Payment,9801.75
57450,408293,2025-03-14,Not as Expected,Approved,Wallet,9287.71
57451,79902,2022-08-16,Quality Issue,Approved,Wallet,13568.84
57452,35246,2022-06-11,Quality Issue,Approved,Original Payment,1723.78
57453,347042,2025-09-14,Damaged,Approved,Original Payment,13539.58
57454,216874,2025-07-27,Quality Issue,Approved,Wallet,9387.02
57455,120308,2025-01-18,Damaged,Approved,Bank Transfer,10395.36
57456,390030,2024-04-29,Size Issue,Approved,Wallet,10762.36
57457,100494,2022-08-15,Late Delivery,Approved,Bank Transfer,10548.69
57458,331085,2026-06-29,Size Issue,Approved,Original Payment,6018.56
57459,141989,2024-10-15,Not as Expected,Rejected,Original Payment,7650.83
57460,14604,2024-06-18,Not as Expected,Approved,Bank Transfer,4287.95
57461,261835,2022-08-22,Quality Issue,Approved,Original Payment,10505.64
57462,42085,2022-11-06,Not as Expected,Approved,Bank Transfer,9368.23
57463,182846,2025-01-01,Not as Expected,Approved,Wallet,7269.09
57464,111346,2024-08-03,Quality Issue,Rejected,Bank Transfer,2243.05
57465,393484,2025-07-17,Changed Mind,Approved,Original Payment,1694.41
57466,468347,2024-12-08,Late Delivery,Approved,Bank Transfer,7482.23
57467,241507,2024-08-06,Not as Expected,Approved,Original Payment,7292.19
57468,432885,2026-07-27,Changed Mind,Approved,Wallet,8468.56
57469,359026,2024-07-11,Size Issue,Approved,Wallet,11043.21
57470,218620,2026-03-25,Wrong Item,Approved,Wallet,4463.32
57471,5479,2025-03-18,Damaged,Approved,Bank Transfer,7325.67
57472,202309,2025-05-26,Quality Issue,Rejected,Wallet,8548.97
57473,10812,2023-11-11,Damaged,Approved,Wallet,3869.25
57474,79521,2025-03-04,Damaged,Approved,Bank Transfer,6158.28
57475,2983,2024-07-23,Late Delivery,Rejected,Original Payment,5499.31
57476,53714,2023-07-11,Changed Mind,Approved,Original Payment,130.46
57477,322957,2023-12-30,Size Issue,Approved,Wallet,9925.23
57478,88843,2025-08-18,Wrong Item,Approved,Wallet,2046.76
57479,224606,2023-01-12,Damaged,Rejected,Original Payment,10495.89
57480,140330,2024-03-19,Not as Expected,Approved,Wallet,5835.86
57481,92122,2022-07-13,Wrong Item,Rejected,Wallet,12656.22
57482,383531,2022-02-17,Wrong Item,Approved,Wallet,10914.33
57483,69455,2024-12-02,Size Issue,Approved,Wallet,8301.48
57484,244766,2024-02-27,Wrong Item,Processing,Wallet,5246.86
57485,139076,2022-07-06,Late Delivery,Processing,Bank Transfer,6875.79
57486,49216,2023-12-03,Wrong Item,Approved,Bank Transfer,1104.37
57487,293839,2024-10-19,Changed Mind,Processing,Original Payment,10430.4
57488,125342,2025-11-06,Changed Mind,Rejected,Wallet,5199.24
57489,456634,2026-01-13,Damaged,Approved,Wallet,4746.43
57490,222805,2025-12-21,Wrong Item,Approved,Bank Transfer,8656.39
57491,33154,2024-07-17,Quality Issue,Approved,Wallet,4196.04
57492,368047,2023-03-02,Wrong Item,Approved,Wallet,4447.15
57493,152596,2024-02-21,Changed Mind,Approved,Bank Transfer,5262.95
57494,187507,2024-05-12,Quality Issue,Approved,Wallet,14179.62
57495,332180,2025-08-18,Late Delivery,Approved,Original Payment,7500.04
57496,242512,2024-05-08,Wrong Item,Approved,Bank Transfer,1473.24
57497,374642,2025-09-04,Not as Expected,Approved,Wallet,2870.99
57498,193761,2022-12-19,Not as Expected,Rejected,Bank Transfer,8575.87
57499,457943,2022-03-15,Damaged,Approved,Wallet,13602.06
57500,131253,2024-09-09,Late Delivery,Approved,Original Payment,12907.34
57501,373172,2023-06-10,Not as Expected,Processing,Wallet,9316.69
57502,451047,2025-08-22,Size Issue,Rejected,Wallet,8303.53
57503,445375,2025-05-22,Quality Issue,Approved,Original Payment,5997.49
57504,236845,2022-04-28,Changed Mind,Rejected,Bank Transfer,6291.57
57505,293285,2026-01-20,Wrong Item,Rejected,Wallet,3639.57
57506,419812,2023-06-07,Quality Issue,Approved,Bank Transfer,7385.4
57507,294220,2025-07-10,Quality Issue,Approved,Original Payment,10576.17
57508,160462,2023-08-30,Late Delivery,Processing,Wallet,642.26
57509,260785,2024-03-19,Quality Issue,Approved,Original Payment,7707.18
57510,50046,2025-10-30,Changed Mind,Approved,Bank Transfer,11011.84
57511,225593,2026-06-17,Changed Mind,Approved,Bank Transfer,11213.17
57512,469298,2024-10-20,Not as Expected,Approved,Original Payment,1341.42
57513,140302,2023-07-02,Changed Mind,Approved,Bank Transfer,8757.35
57514,50109,2023-05-02,Wrong Item,Approved,Wallet,5292.69
57515,2252,2024-11-04,Wrong Item,Approved,Bank Transfer,8701.29
57516,405354,2022-04-03,Not as Expected,Approved,Wallet,4599.47
57517,4502,2025-05-27,Size Issue,Rejected,Wallet,14511.03
57518,138701,2024-12-02,Damaged,Approved,Original Payment,9257.47
57519,358152,2025-01-10,Late Delivery,Approved,Original Payment,9306.11
57520,21134,2026-02-21,Changed Mind,Approved,Bank Transfer,5932.1
57521,250767,2024-05-26,Size Issue,Approved,Original Payment,14366.64
57522,385032,2024-11-29,Size Issue,Approved,Original Payment,11817.54
57523,150848,2023-10-25,Changed Mind,Approved,Wallet,2201.53
57524,245206,2024-10-31,Size Issue,Rejected,Bank Transfer,6056.63
57525,39762,2023-12-26,Quality Issue,Approved,Original Payment,1289.81
57526,48013,2026-01-13,Damaged,Approved,Wallet,9435.04
57527,206469,2023-08-21,Not as Expected,Processing,Original Payment,13548.08
57528,267722,2024-06-28,Wrong Item,Rejected,Original Payment,7372.37
57529,267509,2022-09-01,Changed Mind,Approved,Wallet,3795.66
57530,16898,2026-04-09,Size Issue,Processing,Original Payment,5108.82
57531,447010,2024-04-03,Wrong Item,Approved,Bank Transfer,11951.93
57532,155023,2026-08-30,Size Issue,Approved,Wallet,855.88
57533,38179,2025-01-10,Late Delivery,Approved,Wallet,9444.83
57534,72357,2022-02-20,Damaged,Approved,Wallet,147.36
57535,418851,2026-06-08,Changed Mind,Rejected,Bank Transfer,449.29
57536,378881,2025-05-24,Size Issue,Approved,Bank Transfer,3690.97
57537,477458,2025-11-04,Quality Issue,Approved,Wallet,14584.74
57538,58781,2023-06-28,Quality Issue,Approved,Wallet,14847.09
57539,117882,2022-06-30,Size Issue,Approved,Wallet,11235.84
57540,66780,2026-05-20,Wrong Item,Approved,Original Payment,3562.65
57541,176361,2025-02-07,Damaged,Approved,Original Payment,8070.21
57542,107176,2022-07-28,Not as Expected,Rejected,Original Payment,8403.71
57543,392747,2023-01-16,Not as Expected,Approved,Wallet,8399.29
57544,171993,2022-12-25,Wrong Item,Approved,Wallet,11625.95
57545,77003,2022-08-13,Quality Issue,Approved,Wallet,13083.07
57546,137994,2026-02-24,Size Issue,Approved,Bank Transfer,6537.72
57547,40275,2024-11-16,Changed Mind,Approved,Bank Transfer,2363.83
57548,211727,2023-09-15,Changed Mind,Approved,Original Payment,13920.08
57549,461253,2024-05-12,Not as Expected,Approved,Original Payment,6492.42
57550,215862,2025-04-06,Not as Expected,Approved,Wallet,9901.81
57551,4852,2024-04-26,Changed Mind,Approved,Wallet,4283.11
57552,252171,2022-12-12,Late Delivery,Approved,Wallet,7061.55
57553,432508,2023-03-26,Late Delivery,Approved,Bank Transfer,10281.29
57554,284777,2023-03-16,Late Delivery,Approved,Original Payment,8471.06
57555,487862,2022-10-07,Changed Mind,Processing,Original Payment,8275.75
57556,408599,2025-02-14,Late Delivery,Approved,Wallet,14747.59
57557,73610,2026-04-24,Quality Issue,Approved,Wallet,5851.83
57558,409942,2025-06-15,Quality Issue,Rejected,Original Payment,3347.68
57559,394515,2024-07-07,Late Delivery,Approved,Bank Transfer,5111.2
57560,144686,2023-05-05,Damaged,Approved,Bank Transfer,5535.69
57561,199049,2025-06-25,Damaged,Approved,Original Payment,914.91
57562,345852,2023-10-19,Not as Expected,Approved,Bank Transfer,10261.61
57563,339737,2024-08-21,Late Delivery,Approved,Original Payment,12284.26
57564,259893,2024-11-23,Quality Issue,Rejected,Wallet,10911.94
57565,357905,2025-12-02,Changed Mind,Rejected,Wallet,5923.71
57566,286085,2023-06-06,Late Delivery,Approved,Original Payment,8528.52
57567,322637,2025-05-11,Late Delivery,Approved,Original Payment,1399.12
57568,334662,2025-11-08,Not as Expected,Approved,Original Payment,14282.7
57569,53094,2022-08-24,Late Delivery,Processing,Original Payment,3501.1
57570,208745,2026-08-19,Size Issue,Approved,Original Payment,6103.17
57571,263256,2023-08-31,Late Delivery,Rejected,Bank Transfer,471.67
57572,239637,2025-03-16,Changed Mind,Approved,Wallet,14034.56
57573,29376,2026-04-30,Damaged,Approved,Bank Transfer,631.23
57574,54589,2024-01-06,Damaged,Processing,Bank Transfer,7624.05
57575,324866,2026-02-24,Wrong Item,Approved,Original Payment,6388.75
57576,264695,2026-01-08,Size Issue,Approved,Original Payment,9320.54
57577,436092,2024-07-12,Not as Expected,Approved,Wallet,5614.22
57578,282341,2023-04-27,Quality Issue,Approved,Wallet,12250.93
57579,240338,2023-11-02,Damaged,Rejected,Bank Transfer,7014.27
57580,389239,2022-04-03,Wrong Item,Approved,Bank Transfer,14044.23
57581,269068,2026-08-27,Size Issue,Approved,Original Payment,1261.81
57582,146705,2025-12-01,Wrong Item,Approved,Original Payment,12743.87
57583,85764,2022-04-16,Late Delivery,Approved,Wallet,12939.38
57584,404346,2023-04-02,Late Delivery,Approved,Bank Transfer,11137.29
57585,413029,2022-05-24,Size Issue,Processing,Bank Transfer,5938.53
57586,267895,2025-07-10,Wrong Item,Rejected,Wallet,8758.47
57587,54355,2025-12-26,Not as Expected,Approved,Wallet,12909.99
57588,57846,2023-04-29,Quality Issue,Approved,Original Payment,9694.98
57589,321693,2026-06-26,Size Issue,Processing,Bank Transfer,7058.4
57590,217905,2022-09-09,Size Issue,Approved,Original Payment,8793.3
57591,265991,2024-08-13,Wrong Item,Rejected,Wallet,1659.84
57592,73414,2022-06-28,Wrong Item,Approved,Original Payment,6947.17
57593,223505,2022-12-19,Quality Issue,Approved,Wallet,7204.71
57594,209686,2023-03-06,Size Issue,Processing,Original Payment,3968.88
57595,391610,2022-03-02,Damaged,Approved,Wallet,2510.39
57596,259339,2024-09-03,Changed Mind,Approved,Original Payment,5777.81
57597,136147,2026-03-14,Not as Expected,Approved,Wallet,2611.29
57598,99204,2023-12-02,Size Issue,Approved,Bank Transfer,6229.06
57599,418807,2022-04-14,Wrong Item,Rejected,Wallet,9959.45
57600,412155,2025-08-31,Wrong Item,Rejected,Original Payment,13603.16
57601,63276,2025-08-03,Late Delivery,Approved,Bank Transfer,5333.86
57602,407850,2022-06-15,Quality Issue,Approved,Bank Transfer,4811.04
57603,367000,2023-09-29,Not as Expected,Approved,Bank Transfer,14947.1
57604,482706,2026-07-26,Not as Expected,Approved,Wallet,5961.87
57605,118308,2023-09-01,Late Delivery,Approved,Wallet,12774.56
57606,445345,2024-11-05,Size Issue,Rejected,Wallet,2880.12
57607,422545,2026-05-23,Not as Expected,Approved,Bank Transfer,3346.19
57608,372110,2024-08-04,Late Delivery,Processing,Bank Transfer,7435.1
57609,253526,2024-09-12,Not as Expected,Approved,Wallet,10344.17
57610,177025,2022-05-16,Damaged,Approved,Wallet,9462.87
57611,105571,2022-01-09,Size Issue,Approved,Wallet,261.65
57612,296943,2026-04-08,Damaged,Approved,Wallet,2722.54
57613,115131,2026-03-16,Not as Expected,Approved,Original Payment,6983.08
57614,485748,2022-04-24,Damaged,Processing,Wallet,9750.08
57615,318942,2025-12-20,Quality Issue,Approved,Wallet,14422.36
57616,381143,2022-08-03,Damaged,Approved,Wallet,7328.09
57617,470865,2023-10-10,Not as Expected,Approved,Wallet,1576.94
57618,81729,2023-07-12,Size Issue,Approved,Bank Transfer,1940.35
57619,4887,2026-03-04,Wrong Item,Approved,Wallet,7919.16
57620,201412,2024-11-15,Late Delivery,Approved,Wallet,2903.67
57621,20333,2023-10-31,Changed Mind,Processing,Original Payment,14603.88
57622,442969,2025-01-11,Quality Issue,Approved,Bank Transfer,12793.41
57623,6426,2026-04-05,Size Issue,Approved,Bank Transfer,13708.53
57624,462396,2023-06-28,Size Issue,Approved,Wallet,11772.71
57625,423373,2022-11-01,Not as Expected,Approved,Bank Transfer,9532.02
57626,99029,2025-10-24,Not as Expected,Approved,Original Payment,14345.16
57627,266489,2022-04-14,Wrong Item,Approved,Wallet,3849.94
57628,60403,2024-04-18,Damaged,Approved,Original Payment,3076.3
57629,421980,2025-07-17,Wrong Item,Approved,Wallet,1102.84
57630,98583,2024-01-14,Quality Issue,Approved,Original Payment,12896.56
57631,472918,2023-04-14,Wrong Item,Approved,Wallet,7037.29
57632,304414,2026-02-19,Late Delivery,Rejected,Bank Transfer,2490.1
57633,11137,2023-12-27,Not as Expected,Approved,Bank Transfer,4581.77
57634,151948,2025-09-23,Quality Issue,Approved,Original Payment,12270.71
57635,292702,2026-02-08,Size Issue,Approved,Original Payment,5479.26
57636,47060,2022-01-28,Late Delivery,Approved,Bank Transfer,13187.03
57637,5250,2023-08-14,Size Issue,Approved,Bank Transfer,13283.06
57638,356124,2022-07-06,Late Delivery,Approved,Bank Transfer,5165.15
57639,420483,2023-06-30,Damaged,Approved,Wallet,11497.24
57640,28173,2025-09-24,Wrong Item,Approved,Original Payment,12852.95
57641,153307,2023-05-12,Damaged,Approved,Original Payment,9959.22
57642,483478,2026-01-19,Quality Issue,Approved,Wallet,14614.54
57643,343002,2024-05-06,Late Delivery,Approved,Bank Transfer,13201.19
57644,58254,2025-03-25,Size Issue,Approved,Wallet,5634.61
57645,482825,2025-06-22,Late Delivery,Approved,Original Payment,5894.77
57646,237865,2022-11-14,Quality Issue,Processing,Wallet,3029.69
57647,255399,2026-03-12,Changed Mind,Approved,Original Payment,3411.23
57648,119812,2026-02-22,Damaged,Approved,Wallet,14015.21
57649,41669,2026-05-27,Size Issue,Processing,Bank Transfer,5966.08
57650,378188,2025-03-27,Damaged,Processing,Wallet,14300.53
57651,31332,2026-06-29,Not as Expected,Approved,Bank Transfer,685.62
57652,313010,2024-04-28,Size Issue,Approved,Wallet,10097.79
57653,403874,2022-01-06,Late Delivery,Rejected,Wallet,11737.56
57654,492004,2026-04-14,Not as Expected,Approved,Wallet,10125.28
57655,325644,2022-04-19,Not as Expected,Approved,Bank Transfer,3377.72
57656,253529,2024-12-22,Quality Issue,Approved,Original Payment,1451.68
57657,309321,2025-05-10,Not as Expected,Approved,Wallet,6936.27
57658,250571,2022-12-16,Wrong Item,Approved,Original Payment,9450.74
57659,137742,2025-07-19,Late Delivery,Processing,Original Payment,13619.38
57660,199800,2022-01-20,Damaged,Approved,Wallet,217.61
57661,136587,2024-01-17,Late Delivery,Approved,Original Payment,6899.43
57662,422647,2023-01-21,Changed Mind,Rejected,Bank Transfer,2039.08
57663,212006,2026-07-06,Late Delivery,Approved,Original Payment,2059.25
57664,75125,2022-03-17,Damaged,Approved,Bank Transfer,12869.95
57665,181808,2022-11-12,Not as Expected,Approved,Wallet,6769.06
57666,159324,2026-06-05,Changed Mind,Rejected,Original Payment,8278.29
57667,124579,2024-08-08,Not as Expected,Approved,Original Payment,448.81
